0.000000000000000000e+00,7.000000000000000000e+00
1.224489795918367319e-01,6.999962531250535136e+00
2.448979591836734637e-01,6.999400504821961633e+00
3.673469387755101678e-01,6.996965161254395937e+00
4.897959183673469274e-01,6.990409309356733658e+00
6.122448979591836871e-01,6.976589852991000207e+00
7.346938775510203357e-01,6.951474157504137885e+00
8.571428571428570953e-01,6.910153081287239374e+00
9.795918367346938549e-01,6.846864296862285038e+00
1.102040816326530503e+00,6.755030312554510807e+00
1.224489795918367374e+00,6.627316370834088310e+00
1.346938775510204023e+00,6.455714129469445339e+00
1.469387755102040671e+00,6.231657708742903701e+00
1.591836734693877542e+00,5.946179288850558464e+00
1.714285714285714191e+00,5.590111937047200996e+00
1.836734693877551061e+00,5.154347698463801919e+00
1.959183673469387710e+00,4.630159155295066498e+00
2.081632653061224580e+00,4.009592596506267981e+00
2.204081632653061007e+00,3.285940587277431657e+00
2.326530612244897878e+00,2.454301019745796619e+00
2.448979591836734748e+00,1.512228592930313198e+00
2.571428571428571175e+00,4.604830324258708529e-01
2.693877551020408045e+00,-6.961238633313557855e-01
2.816326530612244916e+00,-1.947783160362903665e+00
2.938775510204081343e+00,-3.278650178670103443e+00
3.061224489795918213e+00,-4.665721310340460448e+00
3.183673469387755084e+00,-6.077640682928873161e+00
3.306122448979591955e+00,-7.473457532996114594e+00
3.428571428571428381e+00,-8.801362672861387182e+00
3.551020408163265252e+00,-9.997441064980190362e+00
3.673469387755102122e+00,-1.098448728039986833e+01
3.795918367346938549e+00,-1.167094149452534424e+01
3.918367346938775420e+00,-1.195001560676736219e+01
4.040816326530611846e+00,-1.169909195036426297e+01
4.163265306122449161e+00,-1.077949071186487373e+01
4.285714285714285587e+00,-9.036716359262680243e+00
4.408163265306122014e+00,-6.301307749890709076e+00
4.530612244897959329e+00,-2.390430721020297966e+00
4.653061224489795755e+00,2.889634687323337836e+00
4.775510204081632182e+00,9.739948336189844014e+00
4.897959183673469497e+00,1.836413174663516656e+01
5.020408163265305923e+00,2.896217742649445270e+01
5.142857142857142350e+00,4.172266358584750634e+01
5.265306122448979664e+00,5.681319556441419394e+01
5.387755102040816091e+00,7.436890582421550278e+01
5.510204081632652517e+00,9.447886351169667307e+01
5.632653061224489832e+00,1.171702741080957111e+02
5.755102040816326259e+00,1.423903914405635476e+02
5.877551020408162685e+00,1.699861203004028596e+02
6.000000000000000000e+00,1.996813601575593964e+02
0.000000000000000000e+00,4.351141009169892726e+01
1.224489795918367319e-01,4.728800551805809960e+01
2.448979591836734637e-01,5.065596230920554888e+01
3.673469387755101678e-01,5.356484521930860865e+01
4.897959183673469274e-01,5.597109364656408559e+01
6.122448979591836871e-01,5.783867395441164660e+01
7.346938775510203357e-01,5.913961907623508552e+01
8.571428571428570953e-01,5.985444732295618309e+01
9.795918367346938549e-01,5.997245412186597946e+01
1.102040816326530503e+00,5.949187231789627361e+01
1.224489795918367374e+00,5.841989863681551753e+01
1.346938775510204023e+00,5.677258591406199173e+01
1.469387755102040671e+00,5.457460270309032779e+01
1.591836734693877542e+00,5.185886386310323815e+01
1.714285714285714191e+00,4.866603765812718763e+01
1.836734693877551061e+00,4.504393674863699459e+01
1.959183673469387710e+00,4.104680219564654919e+01
2.081632653061224580e+00,3.673449119932431017e+01
2.204081632653061007e+00,3.217158073576988642e+01
2.326530612244897878e+00,2.742640051501597753e+01
2.448979591836734748e+00,2.257000974173621444e+01
2.571428571428571175e+00,1.767513300169539647e+01
2.693877551020408045e+00,1.281507120907192743e+01
2.816326530612244916e+00,8.062603923246520310e+00
2.938775510204081343e+00,3.488899472893230325e+00
3.061224489795918213e+00,-8.375507917052580353e-01
3.183673469387755084e+00,-4.851958158516929132e+00
3.306122448979591955e+00,-8.494206766510011164e+00
3.428571428571428381e+00,-1.170975384232985306e+01
3.551020408163265252e+00,-1.445044647983412034e+01
3.673469387755102122e+00,-1.667524273119034461e+01
3.795918367346938549e+00,-1.835082621117659585e+01
3.918367346938775420e+00,-1.945210501096895683e+01
4.040816326530611846e+00,-1.996258745016825031e+01
4.163265306122449161e+00,-1.987462904016884124e+01
4.285714285714285587e+00,-1.918954696058626297e+01
4.408163265306122014e+00,-1.791760033445622469e+01
4.530612244897959329e+00,-1.607783659758417372e+01
4.653061224489795755e+00,-1.369780626266881285e+01
4.775510204081632182e+00,-1.081315034961461308e+01
4.897959183673469497e+00,-7.467066660275762047e+00
5.020408163265305923e+00,-3.709662890182158890e+00
5.142857142857142350e+00,4.027937355832413857e-01
5.265306122448979664e+00,4.808719065631743561e+00
5.387755102040816091e+00,9.442134246634331873e+00
5.510204081632652517e+00,1.423365375847007286e+01
5.632653061224489832e+00,1.911152446430343232e+01
5.755102040816326259e+00,2.400270011578717444e+01
5.877551020408162685e+00,2.883393522264611519e+01
6.000000000000000000e+00,3.353288190591392492e+01
0.000000000000000000e+00,3.000000000000000000e+00
1.224489795918367319e-01,3.311043867776181759e+00
2.448979591836734637e-01,3.524169351205705070e+00
3.673469387755101678e-01,3.661408086766568371e+00
4.897959183673469274e-01,3.744791710936769213e+00
6.122448979591836871e-01,3.796351860194306926e+00
7.346938775510203357e-01,3.838120171017178173e+00
8.571428571428570953e-01,3.892128279883381836e+00
9.795918367346938549e-01,3.980407823270915912e+00
1.102040816326530503e+00,4.124990437657778841e+00
1.224489795918367374e+00,4.347907759521968174e+00
1.346938775510204023e+00,4.671191425341481462e+00
1.469387755102040671e+00,5.116873071594318034e+00
1.591836734693877542e+00,5.706984334758477218e+00
1.714285714285714191e+00,6.463556851311953011e+00
1.836734693877551061e+00,7.408622257732747407e+00
1.959183673469387710e+00,8.564212190498855293e+00
2.081632653061224580e+00,9.952358286088280437e+00
2.204081632653061007e+00,1.159509218097901062e+01
2.326530612244897878e+00,1.351444551164905228e+01
2.448979591836734748e+00,1.573244991457641007e+01
2.571428571428571175e+00,1.827113702623906022e+01
2.693877551020408045e+00,2.115253848311502693e+01
2.816326530612244916e+00,2.439868592168229711e+01
2.938775510204081343e+00,2.803161097841884697e+01
3.061224489795918213e+00,3.207334528980271671e+01
3.183673469387755084e+00,3.654592049231187900e+01
3.306122448979591955e+00,4.147136822242433141e+01
3.428571428571428381e+00,4.687172011661807147e+01
3.551020408163265252e+00,5.276900781137112517e+01
3.673469387755102122e+00,5.918526294316144032e+01
3.795918367346938549e+00,6.614251714846704999e+01
3.918367346938775420e+00,7.366280206376595174e+01
4.040816326530611846e+00,8.176814932553611470e+01
4.163265306122449161e+00,9.048059057025560037e+01
4.285714285714285587e+00,9.982215743440234235e+01
4.408163265306122014e+00,1.098148815544543311e+02
4.530612244897959329e+00,1.204807945668896991e+02
4.653061224489795755e+00,1.318419281081862096e+02
4.775510204081632182e+00,1.439203138148220091e+02
4.897959183673469497e+00,1.567379833232752162e+02
5.020408163265305923e+00,1.703169682700234944e+02
5.142857142857142350e+00,1.846793002915451325e+02
5.265306122448979664e+00,1.998470110243180784e+02
5.387755102040816091e+00,2.158421321048202515e+02
5.510204081632652517e+00,2.326866951695296279e+02
5.632653061224489832e+00,2.504027318549243830e+02
5.755102040816326259e+00,2.690122737974822940e+02
5.877551020408162685e+00,2.885373526336815075e+02
6.000000000000000000e+00,3.090000000000000000e+02
